Customer_ID,Transaction_ID,Transaction_Date,Category_Code,Transaction_Type,Transaction_Amount,Payment_Code,Number_of_Transactions
12086,1128548,2025-02-08,2,Return,6259.84,5,
43274,1128549,2025-02-24,4,Sale,2797.69,4,7
76280,1128550,2025-02-21,7,Return,9999.99,3,
73973,1128551,2025-02-15,2,Sale,2607.49,2,9
60367,1128552,2025-02-04,7,Sale,7404.41,5,6
16602,1128553,2025-02-16,4,Sale,1841.06,5,12
65434,1128554,2025-02-18,5,Sale,7205.64,4,19
80773,1128555,2025-02-22,3,Return,653.31,2,
75829,1128556,2025-02-16,4,Sale,637.75,2,9
20205,1128557,2025-02-05,5,Return,4283.75,3,
48673,1128558,2025-02-11,4,Sale,2723.11,4,7
61333,1128559,2025-02-14,5,Sale,5119.8,5,16
43873,1128560,2025-02-01,5,Sale,5546.64,4,15
17280,1128561,2025-02-16,4,Sale,1726.11,4,5
32334,1128562,2025-02-15,5,Sale,6229.78,2,11
61335,1128563,2025-02-18,5,Sale,7414.54,5,15
98366,1128564,2025-02-10,6,Sale,1021.3,2,12
15124,1128565,2025-02-16,1,Sale,1332.34,5,8
77679,1128566,2025-02-02,1,Sale,1395.75,3,15
72273,1128567,2025-02-10,6,Sale,1736.7,5,16
63248,1128568,2025-02-28,1,Return,446.18,4,
20732,1128569,2025-02-11,9,Sale,1654.96,1,11
67377,1128570,2025-02-04,8,Return,2354.18,5,
36024,1128571,2025-02-11,8,Sale,2529.06,5,10
41675,1128572,2025-02-25,10,Sale,670.73,2,14
45991,1128573,2025-02-15,6,Sale,1540.44,1,9
39915,1128574,2025-02-23,1,Sale,1268.45,5,10
61835,1128575,2025-02-23,3,Sale,2823.76,5,12
92144,1128576,2025-02-24,2,Sale,2684.91,2,7
19410,1128577,2025-02-20,10,Sale,642.67,1,15
88914,1128578,2025-02-23,1,Sale,997.71,3,8
54224,1128579,2025-02-07,5,Sale,2492,2,11
49246,1128580,2025-02-17,4,Sale,780.01,3,22
41026,1128581,2025-02-17,8,Return,1486.5,4,
51993,1128582,2025-02-22,10,Return,1567.99,1,
81487,1128583,2025-02-04,10,Sale,540.96,5,4
42491,1128584,2025-02-20,4,Sale,1923.75,3,16
47975,1128585,2025-02-14,1,Sale,713.01,4,15
91771,1128586,2025-02-22,9,Sale,3928.62,5,9
35502,1128587,2025-02-06,4,Sale,656.63,5,7
28749,1128588,2025-02-02,9,Sale,8038.49,5,8
72138,1128589,2025-02-25,6,Sale,2651.43,4,6
47195,1128590,2025-02-10,2,Sale,9999.99,5,12
95171,1128591,2025-02-10,3,Sale,1999.29,2,17
57706,1128592,2025-02-16,1,Return,528.1,5,
24268,1128593,2025-02-16,4,Sale,2141.14,2,9
79545,1128594,2025-02-28,2,Sale,2277.11,3,9
98270,1128595,2025-02-10,2,Sale,3480.82,5,13
93667,1128596,2025-02-12,2,Sale,3795.16,5,13
80054,1128597,2025-02-21,8,Sale,2127.18,4,17
81844,1128598,2025-02-10,10,Sale,952.02,2,15
37110,1128599,2025-02-10,1,Sale,877.44,5,3
41633,1128600,2025-02-04,4,Return,1715.32,1,
62637,1128601,2025-02-19,8,Sale,1668.52,5,18
59201,1128602,2025-02-04,3,Sale,2235.53,1,11
13906,1128603,2025-02-28,3,Sale,3039.03,5,19
75611,1128604,2025-02-13,2,Return,3205.62,2,
15494,1128605,2025-02-04,5,Sale,8496.08,3,22
44772,1128606,2025-02-18,9,Sale,8660.89,5,13
19954,1128607,2025-02-18,7,Sale,6881.66,5,4
99577,1128608,2025-02-17,10,Sale,925.18,4,11
95846,1128609,2025-02-14,2,Sale,6502.12,5,9
78061,1128610,2025-02-18,7,Sale,9999.99,5,9
42985,1128611,2025-02-27,1,Sale,932.19,4,13
24448,1128612,2025-02-07,8,Sale,8319.09,5,11
50486,1128613,2025-02-24,4,Sale,667.26,4,5
27687,1128614,2025-02-05,1,Sale,396.21,5,15
16340,1128615,2025-02-16,1,Sale,584.02,5,7
58030,1128616,2025-02-24,3,Return,743.6,1,
35573,1128617,2025-02-11,8,Sale,2206.6,5,13
24299,1128618,2025-02-22,8,Sale,1367.31,1,25
41068,1128619,2025-02-12,1,Sale,1725.53,4,6
93127,1128620,2025-02-14,3,Sale,1923.15,4,8
84022,1128621,2025-02-21,1,Sale,623.53,2,7
56056,1128622,2025-02-15,10,Sale,390.76,4,10
15788,1128623,2025-02-07,10,Sale,742.39,2,15
36456,1128624,2025-02-03,3,Return,1857.36,1,
57228,1128625,2025-02-07,7,Sale,6267.3,1,23
98540,1128626,2025-02-02,3,Sale,2554.18,5,5
78609,1128627,2025-02-16,1,Sale,1220.39,2,3
75469,1128628,2025-02-12,7,Return,7410.27,4,
56112,1128629,2025-02-14,9,Sale,9999.99,3,18
35408,1128630,2025-02-22,3,Sale,1826.86,3,16
43853,1128631,2025-02-14,1,Return,1176.37,5,
16105,1128632,2025-02-11,3,Sale,1470.66,2,16
41992,1128633,2025-02-25,3,Sale,2541.02,5,3
72296,1128634,2025-02-07,1,Sale,1104.56,5,17
33378,1128635,2025-02-07,4,Sale,926.44,1,12
82083,1128636,2025-02-27,10,Sale,500.86,5,10
36122,1128637,2025-02-27,4,Sale,1221.18,5,12
65503,1128638,2025-02-02,2,Sale,5160.01,5,18
27888,1128639,2025-02-24,2,Sale,5869.7,5,4
31678,1128640,2025-02-07,5,Sale,2075.52,4,7
47774,1128641,2025-02-09,1,Sale,753.16,2,10
64903,1128642,2025-02-26,1,Sale,594.31,4,6
97114,1128643,2025-02-26,3,Return,2685.7,5,
69356,1128644,2025-02-13,2,Sale,6804.93,5,16
27440,1128645,2025-02-11,6,Sale,1422.29,5,5
70990,1128646,2025-02-12,7,Sale,5459.76,4,7
93056,1128647,2025-02-16,10,Sale,838.19,1,13
22701,1128648,2025-02-16,7,Sale,3823.75,1,16
55249,1128649,2025-02-01,1,Sale,923.96,4,17
96017,1128650,2025-02-05,1,Sale,1187.91,4,14
22308,1128651,2025-02-27,10,Sale,791.29,2,9
81892,1128652,2025-02-24,8,Return,1340.28,2,
53932,1128653,2025-02-07,8,Sale,5553.07,4,12
14489,1128654,2025-02-06,3,Sale,1997.89,5,6
74049,1128655,2025-02-05,5,Sale,3805.5,5,14
44716,1128656,2025-02-17,10,Sale,1466.65,5,16
77131,1128657,2025-02-14,6,Sale,2393.52,4,11
36784,1128658,2025-02-17,3,Sale,9999.99,5,13
12699,1128659,2025-02-22,8,Return,3891.15,5,
61600,1128660,2025-02-20,1,Sale,1757.49,4,15
79660,1128661,2025-02-18,6,Sale,1025.84,2,13
99194,1128662,2025-02-01,6,Sale,2640.38,5,15
63236,1128663,2025-02-28,4,Sale,1317.14,5,17
41641,1128664,2025-02-02,1,Sale,855.03,1,10
88589,1128665,2025-02-27,9,Sale,9741.99,5,10
76698,1128666,2025-02-20,7,Sale,9112.16,5,14
79333,1128667,2025-02-02,6,Sale,3849.45,5,18
74332,1128668,2025-02-08,3,Sale,3461.94,5,8
75631,1128669,2025-02-02,5,Return,5038.35,4,
25423,1128670,2025-02-23,8,Sale,2984.36,3,12
17411,1128671,2025-02-16,10,Return,2241.15,5,
96021,1128672,2025-02-05,4,Sale,1269.31,4,7
37756,1128673,2025-02-18,2,Sale,3683.84,4,13
40409,1128674,2025-02-13,3,Sale,2430.88,5,15
81737,1128675,2025-02-23,1,Sale,816.92,3,11
98387,1128676,2025-02-03,9,Sale,3368.1,4,16
87773,1128677,2025-02-22,5,Sale,3764.75,2,17
53707,1128678,2025-02-26,8,Sale,6543.75,5,7
20880,1128679,2025-02-04,2,Sale,3705.35,3,7
66353,1128680,2025-02-02,5,Sale,5468.53,5,10
36252,1128681,2025-02-20,1,Sale,1282.84,5,9
19031,1128682,2025-02-24,5,Sale,6666.75,5,4
48123,1128683,2025-02-23,5,Sale,4836.05,2,1
10491,1128684,2025-02-10,4,Sale,1089.61,1,8
33369,1128685,2025-02-03,8,Sale,2232.76,2,17
19073,1128686,2025-02-10,2,Sale,4157.34,4,21
38157,1128687,2025-02-19,8,Sale,5414.5,5,5
24218,1128688,2025-02-03,10,Return,1401.07,4,
59012,1128689,2025-02-20,7,Sale,4591.61,4,26
72542,1128690,2025-02-24,3,Sale,679.53,4,6
30283,1128691,2025-02-22,5,Sale,3975.77,5,10
10272,1128692,2025-02-15,5,Sale,7928.99,4,15
89085,1128693,2025-02-04,7,Sale,7126.82,4,8
41064,1128694,2025-02-27,10,Sale,653.85,4,11
67302,1128695,2025-02-17,4,Sale,662.43,1,4
66150,1128696,2025-02-23,3,Sale,1105.45,5,12
62473,1128697,2025-02-18,2,Sale,5585.12,5,8
23913,1128698,2025-02-12,6,Sale,965.35,1,5
15074,1128699,2025-02-02,6,Sale,784,2,11
57127,1128700,2025-02-16,6,Sale,1382.11,5,17
90101,1128701,2025-02-26,3,Sale,1907.32,5,12
68546,1128702,2025-02-08,1,Sale,1106.65,5,11
71010,1128703,2025-02-18,2,Sale,9046.1,4,17
14407,1128704,2025-02-16,10,Sale,1184.12,4,11
32368,1128705,2025-02-25,1,Sale,560,5,10
25222,1128706,2025-02-11,1,Sale,2344.22,5,21
36780,1128707,2025-02-25,3,Return,2646.02,2,
72307,1128708,2025-02-21,10,Sale,928.23,2,12
15747,1128709,2025-02-25,8,Sale,4114.34,2,11
27831,1128710,2025-02-06,9,Sale,3903.36,1,5
74613,1128711,2025-02-15,4,Sale,2032.76,5,13
20134,1128712,2025-02-04,2,Sale,7089.69,4,9
80960,1128713,2025-02-21,1,Sale,2332.03,4,9
56021,1128714,2025-02-11,9,Sale,3588.44,4,6
20361,1128715,2025-02-03,3,Sale,757.14,1,18
13983,1128716,2025-02-12,5,Sale,3828.21,4,25
59280,1128717,2025-02-18,8,Sale,4720.74,3,5
60731,1128718,2025-02-09,6,Sale,1085.39,5,7
64115,1128719,2025-02-15,2,Sale,3798.07,4,6
87117,1128720,2025-02-13,9,Sale,6575.19,2,10
75159,1128721,2025-02-01,1,Sale,971,1,4
33837,1128722,2025-02-21,4,Sale,1733.15,3,18
98460,1128723,2025-02-10,9,Sale,3945.64,3,14
77732,1128724,2025-02-13,6,Sale,2250.86,3,13
60377,1128725,2025-02-25,9,Return,4568.33,4,
89421,1128726,2025-02-23,8,Sale,1760.92,4,15
70550,1128727,2025-02-10,10,Return,449.59,2,
93244,1128728,2025-02-08,8,Sale,2342.93,1,8
16253,1128729,2025-02-10,7,Return,7805.83,4,
71613,1128730,2025-02-20,4,Sale,855.91,4,5
30123,1128731,2025-02-03,3,Sale,1820.09,4,2
65836,1128732,2025-02-07,1,Sale,1429.8,5,6
22576,1128733,2025-02-23,8,Sale,4830.19,5,12
80126,1128734,2025-02-24,4,Sale,1207.22,2,14
79957,1128735,2025-02-24,2,Sale,4891.6,5,15
50337,1128736,2025-02-15,2,Sale,3482.31,5,22
52555,1128737,2025-02-04,3,Sale,4974.98,5,7
89393,1128738,2025-02-16,2,Sale,5184.01,5,16
25336,1128739,2025-02-06,3,Sale,1269.39,3,14
80752,1128740,2025-02-17,3,Sale,2171.58,5,12
61652,1128741,2025-02-17,10,Sale,623,5,7
32576,1128742,2025-02-23,9,Sale,7886.59,5,10
17494,1128743,2025-02-27,6,Sale,1579.71,1,26
39449,1128744,2025-02-28,2,Sale,1776.39,1,12
99023,1128745,2025-02-13,9,Sale,4405.53,2,6
17218,1128746,2025-02-24,1,Return,975.22,5,
59894,1128747,2025-02-18,6,Sale,746.02,1,5
31233,1128748,2025-02-07,5,Sale,1239.38,1,21
40852,1128749,2025-02-12,1,Sale,636.46,1,18
35713,1128750,2025-02-05,3,Sale,958.68,2,17
22617,1128751,2025-02-19,2,Sale,4765.05,5,15
12723,1128752,2025-02-07,1,Sale,575.54,4,4
29757,1128753,2025-02-09,10,Sale,764.14,5,7
81856,1128754,2025-02-02,8,Sale,1887.77,3,14
51283,1128755,2025-02-24,2,Sale,6040.34,5,15
11623,1128756,2025-02-10,10,Sale,459.05,4,13
83622,1128757,2025-02-13,6,Sale,1304.24,3,4
35922,1128758,2025-02-23,8,Sale,5709.31,5,13
70954,1128759,2025-02-13,1,Return,920.1,2,
95201,1128760,2025-02-16,4,Sale,1541.65,4,15
65358,1128761,2025-02-05,1,Sale,742.36,5,9
99003,1128762,2025-02-04,3,Sale,1891.82,1,12
42960,1128763,2025-02-09,8,Return,3014.74,4,
81522,1128764,2025-02-04,9,Sale,6615.63,4,11
23232,1128765,2025-02-10,5,Sale,9999.99,5,17
74884,1128766,2025-02-13,9,Sale,5479.6,5,22
99793,1128767,2025-02-06,1,Return,1638.42,5,
59026,1128768,2025-02-19,5,Sale,9999.99,3,6
57297,1128769,2025-02-06,1,Sale,413.73,1,5
79194,1128770,2025-02-14,1,Sale,995.82,1,6
80845,1128771,2025-02-17,3,Sale,2286.35,1,8
87410,1128772,2025-02-25,1,Sale,1039.65,5,7
34949,1128773,2025-02-23,1,Sale,412.79,4,6
57492,1128774,2025-02-14,4,Sale,1125.71,3,10
82272,1128775,2025-02-15,10,Sale,1203.29,3,7
16467,1128776,2025-02-16,2,Sale,7152.4,5,7
32249,1128777,2025-02-23,5,Sale,7928.58,5,20
70671,1128778,2025-02-18,2,Sale,1521.93,4,5
36637,1128779,2025-02-26,8,Sale,4660.96,5,19
81593,1128780,2025-02-22,3,Sale,4732.59,4,19
73775,1128781,2025-02-01,1,Sale,647.54,1,19
45226,1128782,2025-02-23,1,Return,330.51,4,
64670,1128783,2025-02-15,1,Sale,1083.01,5,14
11413,1128784,2025-02-10,6,Sale,1367.73,4,12
88144,1128785,2025-02-05,1,Sale,926.86,1,15
36795,1128786,2025-02-11,1,Sale,278.28,1,3
45955,1128787,2025-02-05,3,Sale,1460.34,4,2
24604,1128788,2025-02-21,6,Sale,2060.07,5,23
94553,1128789,2025-02-04,6,Sale,700.79,1,6
23361,1128790,2025-02-03,8,Sale,3215.48,5,9
28337,1128791,2025-02-25,5,Sale,9222.24,5,15
86726,1128792,2025-02-21,7,Sale,9999.99,5,10
16728,1128793,2025-02-27,7,Sale,8954.39,3,8
91493,1128794,2025-02-23,10,Sale,335.66,4,25
25147,1128795,2025-02-03,8,Sale,4096.82,5,10
24366,1128796,2025-02-19,2,Sale,2929.34,5,12
95670,1128797,2025-02-15,4,Sale,3400.69,5,23
61000,1128798,2025-02-20,6,Sale,1954.74,3,10
84149,1128799,2025-02-13,1,Sale,392.96,1,6
85699,1128800,2025-02-13,6,Sale,1415.82,5,13
84374,1128801,2025-02-21,1,Sale,967.01,3,12
69449,1128802,2025-02-12,10,Sale,1998.86,5,23
45562,1128803,2025-02-13,3,Return,2316.77,5,
32071,1128804,2025-02-12,2,Sale,3412.36,5,20
60847,1128805,2025-02-07,1,Return,1618.01,5,
46940,1128806,2025-02-10,1,Return,706.67,4,
84560,1128807,2025-02-17,9,Sale,9999.99,5,10
33974,1128808,2025-02-01,4,Sale,1587.93,5,11
79856,1128809,2025-02-04,3,Sale,5336.88,5,13
63456,1128810,2025-02-06,3,Sale,2589.61,5,19
33963,1128811,2025-02-08,7,Sale,9999.99,5,8
68206,1128812,2025-02-02,2,Sale,7890.09,3,12
37792,1128813,2025-02-17,4,Sale,397.46,1,5
53812,1128814,2025-02-02,1,Sale,578.91,5,11
93944,1128815,2025-02-01,9,Sale,5466.76,4,6
42147,1128816,2025-02-07,7,Sale,5877.92,4,7
90361,1128817,2025-02-26,2,Sale,2209.22,2,13
91778,1128818,2025-02-08,3,Sale,1571.52,4,15
56811,1128819,2025-02-03,2,Return,2899.99,2,
80010,1128820,2025-02-20,2,Sale,2544.82,5,20
42753,1128821,2025-02-11,2,Sale,6420.59,4,25
19520,1128822,2025-02-21,2,Sale,6952.32,4,12
84873,1128823,2025-02-21,2,Return,4571.3,4,
56377,1128824,2025-02-08,1,Sale,1085.87,5,10
99259,1128825,2025-02-09,7,Sale,4736.93,2,5
55488,1128826,2025-02-16,9,Sale,5152.22,5,10
44716,1128827,2025-02-11,4,Sale,406.98,2,16
12905,1128828,2025-02-27,2,Return,9338.92,3,
27058,1128829,2025-02-05,1,Sale,455.89,4,9
90417,1128830,2025-02-06,10,Sale,599.32,4,12
61812,1128831,2025-02-10,1,Sale,1630.83,5,6
87895,1128832,2025-02-28,5,Sale,6043.67,5,18
25458,1128833,2025-02-10,6,Sale,895.88,3,23
18955,1128834,2025-02-08,6,Sale,840.56,1,8
37754,1128835,2025-02-02,8,Sale,1925.9,5,9
51515,1128836,2025-02-07,5,Sale,9999.99,5,7
64663,1128837,2025-02-13,3,Sale,2408.78,4,13
81562,1128838,2025-02-04,1,Sale,876.31,5,9
85411,1128839,2025-02-05,9,Sale,3628.84,4,10
39302,1128840,2025-02-02,3,Sale,1551.4,5,15
91804,1128841,2025-02-10,6,Sale,2785.49,5,15
12854,1128842,2025-02-15,9,Sale,5537.53,5,14
23799,1128843,2025-02-17,5,Sale,9978.62,5,8
96858,1128844,2025-02-26,2,Sale,5336.62,5,7
56535,1128845,2025-02-24,1,Sale,944.38,4,22
37233,1128846,2025-02-09,4,Sale,1390.59,4,15
65159,1128847,2025-02-17,7,Sale,9999.99,5,9
88403,1128848,2025-02-11,1,Sale,1865.97,5,10
79229,1128849,2025-02-04,9,Sale,6413.48,5,16
19103,1128850,2025-02-16,10,Sale,983.77,5,5
80435,1128851,2025-02-14,4,Sale,986.09,4,6
84724,1128852,2025-02-11,4,Sale,1156.53,4,6
85343,1128853,2025-02-16,2,Sale,2357.57,4,18
99356,1128854,2025-02-07,9,Sale,3802.14,2,9
60334,1128855,2025-02-20,2,Sale,1890.4,4,9
90943,1128856,2025-02-09,9,Return,2874.48,1,
55049,1128857,2025-02-02,3,Sale,796.19,2,13
51645,1128858,2025-02-02,7,Sale,7637.62,4,11
55574,1128859,2025-02-05,10,Sale,662.37,4,10
15491,1128860,2025-02-14,10,Sale,924.5,3,7
86647,1128861,2025-02-27,7,Sale,8006.98,4,21
35142,1128862,2025-02-07,5,Sale,4664.03,5,15
83244,1128863,2025-02-19,2,Sale,6590.24,3,16
28657,1128864,2025-02-27,1,Sale,660.39,3,7
62255,1128865,2025-02-08,1,Sale,809.34,4,18
57257,1128866,2025-02-23,1,Sale,1126.46,3,6
41902,1128867,2025-02-13,2,Sale,2302.13,3,11
93644,1128868,2025-02-14,2,Sale,4595.31,3,20
21065,1128869,2025-02-15,2,Sale,6782.11,5,10
34792,1128870,2025-02-27,2,Sale,2460.38,1,7
16382,1128871,2025-02-05,5,Sale,6805.61,3,16
10886,1128872,2025-02-24,8,Sale,4723.48,4,8
96220,1128873,2025-02-09,4,Sale,619.07,4,13
86091,1128874,2025-02-25,6,Return,3039.73,4,
63449,1128875,2025-02-15,1,Sale,461.88,4,12
29534,1128876,2025-02-05,2,Sale,2857.24,2,10
81149,1128877,2025-02-18,8,Sale,2679.49,3,16
68505,1128878,2025-02-06,2,Sale,4930.31,1,15
12782,1128879,2025-02-14,4,Sale,1623.62,4,7
55137,1128880,2025-02-28,8,Sale,4498.55,3,10
76213,1128881,2025-02-16,1,Sale,1111.79,5,13
53900,1128882,2025-02-26,5,Sale,2472.41,1,6
16651,1128883,2025-02-06,9,Sale,8714.62,5,9
22330,1128884,2025-02-27,9,Sale,3838.9,3,4
96818,1128885,2025-02-13,8,Sale,3861.16,5,12
78885,1128886,2025-02-24,3,Sale,3423.39,5,10
86668,1128887,2025-02-13,8,Sale,7976.57,5,6
77198,1128888,2025-02-05,3,Sale,1631.92,3,12
60339,1128889,2025-02-26,4,Sale,1698.88,3,14
79149,1128890,2025-02-04,2,Sale,2280.44,4,13
63926,1128891,2025-02-28,6,Sale,1530.13,5,14
97715,1128892,2025-03-30,3,Sale,781.09,1,5
27360,1128893,2025-03-02,8,Return,2672.28,2,
74763,1128894,2025-03-15,3,Sale,3101.92,4,17
46221,1128895,2025-03-31,5,Sale,2697.75,4,6
25478,1128896,2025-03-16,6,Return,2556.45,5,
68721,1128897,2025-03-20,3,Sale,1567.44,4,8
62595,1128898,2025-03-28,4,Sale,614.27,1,14
26361,1128899,2025-03-24,2,Sale,2571.49,5,16
60441,1128900,2025-03-06,5,Sale,4270.9,5,16
59814,1128901,2025-03-20,3,Sale,1501.79,3,12
10883,1128902,2025-03-14,3,Sale,943.68,1,8
10190,1128903,2025-03-01,1,Sale,957.57,3,26
65481,1128904,2025-03-08,2,Sale,5002.82,2,9
65494,1128905,2025-03-24,6,Return,1532.21,3,
40308,1128906,2025-03-17,2,Sale,2278.37,2,12
59543,1128907,2025-03-19,1,Sale,1430.78,5,15
27088,1128908,2025-03-14,7,Sale,7387.38,5,22
83180,1128909,2025-03-30,2,Sale,2957.07,4,9
91703,1128910,2025-03-26,2,Sale,8977.14,3,10
67675,1128911,2025-03-02,1,Sale,416.84,1,10
79052,1128912,2025-03-15,1,Sale,1410.15,5,20
66711,1128913,2025-03-23,1,Sale,882.6,3,5
35881,1128914,2025-03-21,10,Sale,1387.03,1,17
39108,1128915,2025-03-16,4,Sale,2374.91,5,12
32350,1128916,2025-03-03,2,Sale,5058.27,5,7
65782,1128917,2025-03-23,1,Sale,636.91,2,19
99444,1128918,2025-03-08,7,Sale,8422.17,4,24
81756,1128919,2025-03-21,2,Sale,5658.4,3,10
98840,1128920,2025-03-01,9,Sale,6306.65,5,9
58480,1128921,2025-03-18,8,Sale,1528.38,1,14
76796,1128922,2025-03-13,2,Sale,1479.2,1,10
89907,1128923,2025-03-07,8,Sale,2758.14,2,9
80817,1128924,2025-03-04,1,Sale,419.55,2,4
24001,1128925,2025-03-09,2,Sale,7964.03,4,15
95501,1128926,2025-03-15,10,Sale,1403.66,4,20
11805,1128927,2025-03-09,7,Sale,9999.99,2,11
85840,1128928,2025-03-20,1,Sale,549.39,1,7
88423,1128929,2025-03-28,1,Sale,1228.19,4,11
87719,1128930,2025-03-06,3,Sale,2889.13,4,20
17026,1128931,2025-03-26,4,Sale,1261.92,4,9
61307,1128932,2025-03-13,9,Sale,5734.66,5,13
71390,1128933,2025-03-21,10,Sale,736.81,4,7
84542,1128934,2025-03-23,7,Sale,7265.36,2,11
63082,1128935,2025-03-09,2,Sale,4419.01,3,11
18358,1128936,2025-03-10,1,Sale,2076.02,5,11
42319,1128937,2025-03-11,9,Return,8849.91,5,
98176,1128938,2025-03-07,5,Sale,4850.9,4,14
93233,1128939,2025-03-24,4,Sale,1339.75,5,8
36258,1128940,2025-03-20,2,Return,5735.47,5,
35229,1128941,2025-03-01,9,Sale,3898.46,3,18
48716,1128942,2025-03-24,1,Sale,621.78,5,17
83437,1128943,2025-03-15,1,Sale,738.04,3,10
36136,1128944,2025-03-03,10,Sale,774.77,1,10
81262,1128945,2025-03-07,5,Sale,3849.55,5,9
43493,1128946,2025-03-24,1,Sale,522.29,2,21
76213,1128947,2025-03-14,4,Sale,2374.21,4,13
79179,1128948,2025-03-20,10,Sale,578.96,1,12
94890,1128949,2025-03-03,2,Sale,3949.51,3,7
21591,1128950,2025-03-23,4,Sale,415.61,1,14
62081,1128951,2025-03-15,3,Sale,1627.66,4,18
98953,1128952,2025-03-17,3,Sale,1637.46,3,5
15787,1128953,2025-03-13,2,Sale,5025.55,2,11
23027,1128954,2025-03-07,7,Sale,9608.71,5,8
98189,1128955,2025-03-10,3,Sale,1599.39,5,15
62883,1128956,2025-03-19,3,Sale,364.8,1,16
96303,1128957,2025-03-21,2,Sale,4580.98,4,16
61554,1128958,2025-03-13,2,Sale,9041.35,5,16
50234,1128959,2025-03-18,9,Sale,1512.09,1,6
57353,1128960,2025-03-03,9,Return,4702.24,1,
80879,1128961,2025-03-09,1,Sale,779.66,5,15
24448,1128962,2025-03-04,8,Return,4315.17,3,
69390,1128963,2025-03-06,1,Sale,363.53,3,23
72437,1128964,2025-03-01,1,Sale,493.14,4,6
17209,1128965,2025-03-10,3,Sale,2708.89,5,10
88716,1128966,2025-03-21,1,Sale,654.48,1,9
55993,1128967,2025-03-26,3,Sale,1146.9,1,9
19894,1128968,2025-03-15,3,Sale,956.4,1,12
13707,1128969,2025-03-11,6,Sale,2861.24,5,18
47885,1128970,2025-03-08,8,Sale,3699.49,4,9
93372,1128971,2025-03-10,2,Return,3931.46,5,
30482,1128972,2025-03-17,4,Sale,1499.9,5,16
82329,1128973,2025-03-21,8,Return,2087.21,1,
52641,1128974,2025-03-03,1,Sale,638.11,1,15
58121,1128975,2025-03-03,8,Sale,1614.96,4,14
62977,1128976,2025-03-31,2,Sale,4791.17,5,10
96388,1128977,2025-03-31,1,Sale,631.2,2,29
30082,1128978,2025-03-29,9,Return,3082.89,4,
62194,1128979,2025-03-23,5,Sale,9999.99,5,10
38494,1128980,2025-03-02,10,Sale,1563.38,5,10
85234,1128981,2025-03-31,1,Return,828.91,5,
57347,1128982,2025-03-13,2,Sale,4207.98,4,13
67261,1128983,2025-03-04,1,Sale,661.58,5,4
79844,1128984,2025-03-30,3,Sale,2710.94,4,7
42967,1128985,2025-03-21,1,Sale,648.99,1,11
76138,1128986,2025-03-25,8,Sale,9074.8,5,12
25255,1128987,2025-03-13,8,Sale,1301.83,3,10
69407,1128988,2025-03-22,1,Sale,688.77,5,14
95307,1128989,2025-03-12,5,Sale,2396.41,5,4
41456,1128990,2025-03-26,1,Sale,709.38,2,9
42462,1128991,2025-03-27,8,Sale,5917.08,5,8
64233,1128992,2025-03-11,7,Sale,9999.99,3,10
91626,1128993,2025-03-05,7,Sale,4878.14,3,14
27642,1128994,2025-03-28,1,Sale,932.33,1,19
57339,1128995,2025-03-26,2,Sale,3105.03,1,9
93256,1128996,2025-03-08,1,Return,2069.94,5,
56810,1128997,2025-03-28,5,Sale,3001.86,2,24
96400,1128998,2025-03-26,9,Sale,4643.92,4,17
87054,1128999,2025-03-21,4,Sale,886.74,2,3
93257,1129000,2025-03-26,10,Sale,559.61,1,9
50415,1129001,2025-03-23,7,Sale,2522.67,1,11
68898,1129002,2025-03-30,9,Return,2751.1,1,
45041,1129003,2025-03-23,2,Sale,5041.91,4,22
51917,1129004,2025-03-14,8,Return,2534.8,5,
69279,1129005,2025-03-01,2,Sale,3091.61,3,15
24822,1129006,2025-03-03,3,Sale,1199.24,2,9
22345,1129007,2025-03-11,1,Sale,339.78,5,3
71157,1129008,2025-03-16,8,Sale,2250.41,5,10
63147,1129009,2025-03-19,8,Sale,2416.33,4,18
37851,1129010,2025-03-16,4,Sale,2036.15,3,16
19352,1129011,2025-03-30,10,Sale,720.43,2,11
28399,1129012,2025-03-24,9,Sale,3911.14,5,7
76924,1129013,2025-03-08,1,Sale,807.06,4,8
11840,1129014,2025-03-20,3,Return,602.99,2,
73861,1129015,2025-03-23,2,Sale,2170.86,3,24
12615,1129016,2025-03-21,1,Sale,650.7,3,15
80939,1129017,2025-03-18,2,Sale,8673.58,5,5
90990,1129018,2025-03-21,9,Sale,3207.74,3,10
41263,1129019,2025-03-08,6,Sale,1015.15,2,9
30082,1129020,2025-03-21,2,Sale,3919.94,2,4
67180,1129021,2025-03-31,4,Sale,1697.1,5,9
57480,1129022,2025-03-07,3,Sale,1287.87,1,8
98024,1129023,2025-03-19,10,Sale,2353.69,5,13
69505,1129024,2025-03-28,5,Sale,6129.36,3,29
79149,1129025,2025-03-29,8,Sale,748.51,2,13
11948,1129026,2025-03-28,4,Sale,1791.62,5,15
58992,1129027,2025-03-07,1,Sale,1558.64,5,13
29214,1129028,2025-03-20,2,Return,1205.44,1,
28797,1129029,2025-03-12,2,Sale,9999.99,5,4
56592,1129030,2025-03-22,9,Sale,4564.93,4,11
71286,1129031,2025-03-09,9,Sale,5589.2,3,14
87270,1129032,2025-03-14,4,Sale,616.68,5,15
65460,1129033,2025-03-08,10,Sale,2690.97,5,18
78640,1129034,2025-03-08,5,Sale,4195.73,1,16
87334,1129035,2025-03-06,3,Sale,2494.5,5,4
